User ID,Time (UTC),Publisher Category,Gender,Age,Geography,Urban Density,Income,Parental Status,Weight,Question #1 Answer,Question #2 Answer 1: Using sacred plants or other drugs,Question #2 Answer 2: Fasting,Question #2 Answer 3: Being outdoors in nature,"Question #2 Answer 4: Prayer, meditation, or contemplation","Question #2 Answer 5: Religious ceremony, practice, or ritual",Question #2 Answer: None of the above,Response Time #1,Response Time #2
1355772425,2015-02-20 15:01:59,News,Male,Unknown,US-MIDWEST-IA-Des-Moines,Suburban,"$0-$24,999",Unknown,,Yes,Using sacred plants or other drugs,Fasting,Being outdoors in nature,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,4362ms,8997ms
570624542,2015-02-20 15:02:02,Mobile App,Male,25-34,US-SOUTH-TX,Suburban,"$50,000-$74,999",Unknown,1.1391599,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,9984ms,11986ms
1074356883,2015-02-20 15:02:01,Mobile App,Female,18-24,US-NORTHEAST-NJ,Suburban,"$25,000-$49,999",Unknown,0.9334339,Yes,,,,,"Religious ceremony, practice, or ritual",,4507ms,7788ms
1032781831,2015-02-20 15:03:19,Reference,Female,35-44,US-MIDWEST-IN-Indianapolis,Urban,"$25,000-$49,999",Unknown,0.9265436,Yes,,,Being outdoors in nature,,,,21005ms,75190ms
633917669,2015-02-20 15:02:12,News,Male,55-64,US-NORTHEAST-PA,Urban,"$0-$24,999",Unknown,0.8468306,Yes,,,,"Prayer, meditation, or contemplation",,,3270ms,7491ms
1806939851,2015-02-20 15:02:18,Mobile App,Female,25-34,US-WEST-CA,Urban,"$75,000-$99,999",Unknown,1.6425456,Yes,,,,,"Religious ceremony, practice, or ritual",,9124ms,12192ms
1009788253,2015-02-20 15:02:22,Mobile App,Female,25-34,US-SOUTH-NC-Charlotte,Urban,"$75,000-$99,999",Unknown,1.8975304,Yes,,,,"Prayer, meditation, or contemplation",,,10210ms,16091ms
1591517235,2015-02-20 15:02:36,News,Male,55-64,US-SOUTH-FL,Urban,"$25,000-$49,999",Unknown,0.9385849,Yes,,,,"Prayer, meditation, or contemplation",,,10744ms,18852ms
444121872,2015-02-20 15:02:30,News,Female,25-34,US-SOUTH-TX,Unknown,"$50,000-$74,999",Unknown,1.8975304,Yes,,,,,,None of the above,7812ms,11594ms
178897526,2015-02-20 15:02:34,News,Male,45-54,US-MIDWEST-IL,Urban,"$25,000-$49,999",Unknown,0.5299888,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,12353ms,15129ms
1155337253,2015-02-20 15:02:53,Mobile App,Male,25-34,US-WEST-CA-Los-Angeles,Urban,"$0-$24,999",Unknown,0.9859349,Yes,,Fasting,Being outdoors in nature,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,7904ms,33285ms
1027093864,2015-02-20 15:02:27,News,Male,35-44,US-WEST-MT,Suburban,"$25,000-$49,999",Unknown,1.0703276,Yes,,,,"Prayer, meditation, or contemplation",,,4184ms,6445ms
1319933626,2015-02-20 15:02:23,News,Male,55-64,US-MIDWEST-KS-Lawrence,Suburban,"$25,000-$49,999",Unknown,0.437998,Yes,,Fasting,,,,,7078ms,2617ms
25515350,2015-02-20 15:02:37,News,Male,65+,US-WEST-MT,Suburban,"$25,000-$49,999",Unknown,0.6759973,Yes,,,,"Prayer, meditation, or contemplation",,,18039ms,16010ms
1955577498,2015-02-20 15:02:38,News,Male,55-64,US-MIDWEST-MO,Suburban,"$25,000-$49,999",Unknown,0.437998,Yes,,,,,"Religious ceremony, practice, or ritual",,17454ms,16753ms
146215819,2015-02-20 15:02:30,Mobile App,Male,45-54,US-WEST-AZ,Suburban,"$100,000-$149,999",Unknown,0.6952529,Yes,,,,,,None of the above,5165ms,7915ms
120209225,2015-02-20 15:02:35,Mobile App,Male,18-24,US-MIDWEST-MO,Urban,"$75,000-$99,999",Unknown,0.7985643,Yes,,Fasting,,,,,11192ms,12953ms
1109283770,2015-02-20 15:02:36,Mobile App,Male,25-34,US-WEST-CA,Urban,"$0-$24,999",Unknown,0.9859349,Yes,,,,,"Religious ceremony, practice, or ritual",,14273ms,14077ms
206091141,2015-02-20 15:02:37,Mobile App,Male,18-24,US-WEST-CA,Suburban,"$100,000-$149,999",Unknown,0.8987531,Yes,,Fasting,Being outdoors in nature,"Prayer, meditation, or contemplation",,,5440ms,15143ms
285212215,2015-02-20 15:02:49,Reference,Male,55-64,US-MIDWEST-IL,Urban,"$50,000-$74,999",Unknown,0.437998,Yes,,,,,"Religious ceremony, practice, or ritual",,17921ms,26042ms
1491315423,2015-02-20 15:02:47,News,Male,45-54,US-SOUTH-OK,Suburban,"$0-$24,999",Unknown,0.9385003,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,45859ms,23424ms
51073810,2015-02-20 15:02:34,Mobile App,Male,18-24,US-NORTHEAST-NJ,Suburban,"$150,000+",Unknown,0.6944982,Yes,,,,"Prayer, meditation, or contemplation",,,9087ms,10612ms
1820748162,2015-02-20 15:02:37,News,Male,Unknown,US-MIDWEST-IL,Suburban,"$25,000-$49,999",Unknown,,Yes,,,Being outdoors in nature,,"Religious ceremony, practice, or ritual",,8388ms,13213ms
1200633883,2015-02-20 15:02:40,Mobile App,Male,18-24,US-NORTHEAST-CT,Urban,"$25,000-$49,999",Unknown,0.6944982,Yes,Using sacred plants or other drugs,Fasting,Being outdoors in nature,"Prayer, meditation, or contemplation",,,7591ms,16315ms
927541533,2015-02-20 15:03:07,Mobile App,Male,25-34,US-MIDWEST-MN-Minneapolis,Suburban,"$50,000-$74,999",Unknown,0.8893823,Yes,,,,"Prayer, meditation, or contemplation",,,20207ms,42895ms
54470130,2015-02-20 15:02:38,Reference,Male,55-64,US-NORTHEAST-PA,Urban,"$25,000-$49,999",Unknown,0.8468306,Yes,,,Being outdoors in nature,,,,16847ms,14108ms
604901409,2015-02-20 15:02:41,News,Unknown,Unknown,US-NORTHEAST-NJ,Urban,"$0-$24,999",Unknown,,Yes,,,,,"Religious ceremony, practice, or ritual",,24814ms,16815ms
615414933,2015-02-20 15:02:33,Mobile App,Male,18-24,US-SOUTH-GA,Rural,"$0-$24,999",Unknown,0.9844934,Yes,,,Being outdoors in nature,,,,6986ms,9605ms
1319761577,2015-02-20 15:02:40,News,Female,65+,US-SOUTH-MD,Urban,"$0-$24,999",Unknown,1.0611323,Yes,,,,,,None of the above,50327ms,16443ms
182902744,2015-02-20 15:02:36,Arts & Entertainment,Female,55-64,US-WEST-WA,Rural,"$50,000-$74,999",Unknown,1.0533852,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation",,,14519ms,11855ms
90439019,2015-02-20 15:02:36,Other,Unknown,Unknown,US-SOUTH-GA,Rural,"$25,000-$49,999",Non-parent,,Yes,,,Being outdoors in nature,,,,6859ms,11580ms
1298909528,2015-02-20 15:02:36,News,Male,55-64,US-NORTHEAST-PA,Rural,"$25,000-$49,999",Unknown,0.8468306,Yes,,,,,,None of the above,19391ms,11008ms
442732313,2015-02-20 15:02:43,Mobile App,Male,35-44,US-SOUTH-AR,Rural,"$75,000-$99,999",Unknown,1.3848438,Yes,,,,"Prayer, meditation, or contemplation",,,4831ms,17951ms
385959557,2015-02-20 15:02:41,News,Unknown,Unknown,US-NORTHEAST-NY,Suburban,"$50,000-$74,999",Unknown,,Yes,,,,,,None of the above,7200ms,12217ms
761110238,2015-02-20 15:02:41,Mobile App,Female,25-34,US-MIDWEST-OH,Urban,"$50,000-$74,999",Unknown,0.9724165,Yes,,,,"Prayer, meditation, or contemplation",,,50239ms,11089ms
158844725,2015-02-20 15:02:37,News,Male,25-34,US-WEST-MT,Rural,"$25,000-$49,999",Unknown,0.9859349,Yes,,,,"Prayer, meditation, or contemplation",,,18009ms,6842ms
1364903208,2015-02-20 15:02:43,Mobile App,Female,35-44,US-SOUTH-AL,Suburban,"$100,000-$149,999",Unknown,1.6998464,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation",,,46260ms,12448ms
883287252,2015-02-20 15:02:49,Mobile App,Male,25-34,US-WEST-OR,Suburban,"$50,000-$74,999",Unknown,0.9859349,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,10805ms,18914ms
2022629607,2015-02-20 15:03:01,News,Female,18-24,US-SOUTH-TX,Suburban,"$25,000-$49,999",Unknown,1.5913136,Yes,,,,,,None of the above,8937ms,14850ms
1438977880,2015-02-20 15:02:55,Mobile App,Male,18-24,US-SOUTH-FL,Suburban,"$50,000-$74,999",Unknown,0.9844934,Yes,,,,"Prayer, meditation, or contemplation",,,4345ms,8537ms
1023925464,2015-02-20 15:02:59,News,Unknown,Unknown,US-NORTHEAST-PA,Suburban,"$25,000-$49,999",Unknown,,Yes,,,,,,None of the above,15659ms,12989ms
597161828,2015-02-20 15:02:55,News,Male,35-44,US-MIDWEST-IL-Chicago,Suburban,"$50,000-$74,999",Unknown,0.6977263,Yes,,,,"Prayer, meditation, or contemplation",,,8317ms,9057ms
1890480367,2015-02-20 15:03:00,News,Male,55-64,US-NORTHEAST-PA,Urban,"$0-$24,999",Unknown,0.8468306,Yes,,,,,,None of the above,9630ms,13042ms
646656005,2015-02-20 15:03:16,Mobile App,Male,25-34,US-WEST-UT,Suburban,"$75,000-$99,999",Unknown,0.9859349,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,7315ms,28531ms
747013563,2015-02-20 15:03:00,Mobile App,Male,45-54,US-WEST-OR,Suburban,"$25,000-$49,999",Unknown,0.6952529,Yes,,,Being outdoors in nature,,"Religious ceremony, practice, or ritual",,5809ms,12241ms
1479165122,2015-02-20 15:03:04,News,Male,Unknown,US-MIDWEST-OH,Rural,"$25,000-$49,999",Unknown,,Yes,,,,,,None of the above,10389ms,16548ms
614762601,2015-02-20 15:03:10,Mobile App,Female,18-24,US-WEST-UT,Suburban,"$25,000-$49,999",Unknown,1.6142273,Yes,,,,,"Religious ceremony, practice, or ritual",,10136ms,21832ms
1225277574,2015-02-20 15:02:58,Mobile App,Unknown,Unknown,US-SOUTH-TX-Houston,Urban,"$25,000-$49,999",Unknown,,Yes,,Fasting,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,4821ms,9851ms
1773591652,2015-02-20 15:02:57,News,Male,25-34,US-NORTHEAST-NY,Urban,"$25,000-$49,999",Unknown,0.6666825,Yes,Using sacred plants or other drugs,,,,,,7772ms,8037ms
137770560,2015-02-20 15:03:11,News,Male,55-64,US-WEST-MT,Suburban,"$25,000-$49,999",Unknown,0.6029365,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,7984ms,21732ms
860964129,2015-02-20 15:02:59,Mobile App,Male,25-34,US-WEST-CA-Los-Angeles,Urban,"$0-$24,999",Unknown,0.9859349,Yes,,,Being outdoors in nature,,,,8338ms,9945ms
2051527850,2015-02-20 15:03:04,News,Male,55-64,US-WEST-CA,Suburban,"$25,000-$49,999",Unknown,0.6029365,Yes,,,,"Prayer, meditation, or contemplation",,,7818ms,14558ms
862806742,2015-02-20 15:03:09,Arts & Entertainment,Unknown,Unknown,US-SOUTH-GA,Rural,"$25,000-$49,999",Unknown,,Yes,,,,,,None of the above,35526ms,19133ms
1242657706,2015-02-20 15:02:59,News,Female,25-34,US-SOUTH-OK,Suburban,"$25,000-$49,999",Unknown,1.8975304,Yes,,,,,,None of the above,6572ms,9413ms
175880689,2015-02-20 15:05:50,Mobile App,Female,25-34,US-SOUTH-MD,Suburban,"$25,000-$49,999",Unknown,1.8975304,Yes,,,,"Prayer, meditation, or contemplation",,,8320ms,179124ms
1469238017,2015-02-20 15:03:20,News,Male,65+,US-WEST-NM-Albuquerque,Urban,"$25,000-$49,999",Unknown,0.6759973,Yes,,,,,,None of the above,5106ms,29600ms
482540055,2015-02-20 15:02:58,News,Female,25-34,US-WEST-CO,Rural,"$25,000-$49,999",Unknown,1.6425456,Yes,,,,,,None of the above,2465ms,7432ms
1785410634,2015-02-20 15:03:01,News,Male,65+,US-WEST-AZ-Phoenix,Suburban,"$0-$24,999",Unknown,0.6759973,Yes,,,Being outdoors in nature,,,,27135ms,9895ms
197918781,2015-02-20 15:03:00,Mobile App,Male,35-44,US-NORTHEAST-RI,Urban,"$75,000-$99,999",Unknown,0.9875611,Yes,,Fasting,,"Prayer, meditation, or contemplation",,,5108ms,8800ms
578039283,2015-02-20 15:03:12,News,Male,45-54,US-MIDWEST-MO,Suburban,"$25,000-$49,999",Unknown,0.5299888,Yes,Using sacred plants or other drugs,,,,,,60455ms,19642ms
1902616548,2015-02-20 15:10:11,Arts & Entertainment,Female,55-64,US-NORTHEAST-NH,Suburban,"$25,000-$49,999",Unknown,0.915721,Yes,,,Being outdoors in nature,,,,19897ms,24982ms
1875385028,2015-02-20 15:10:15,Other,Unknown,Unknown,US-SOUTH-MS,Rural,"$25,000-$49,999",Unknown,,Yes,,,Being outdoors in nature,,,,13443ms,27925ms
1801731432,2015-02-20 15:10:00,News,Male,25-34,US-MIDWEST-OH,Urban,"$0-$24,999",Unknown,0.8893823,Yes,Using sacred plants or other drugs,,,,,,83280ms,13545ms
577361183,2015-02-20 15:09:56,News,Male,55-64,US-MIDWEST-MO-Saint-Louis,Suburban,"$0-$24,999",Unknown,0.437998,Yes,,,,,,None of the above,24298ms,8740ms
1668242758,2015-02-20 15:09:51,News,Female,45-54,US-MIDWEST-MI,Suburban,"$50,000-$74,999",Unknown,0.952739,Yes,,,,"Prayer, meditation, or contemplation",,,35624ms,3465ms
1017624745,2015-02-20 15:09:57,News,Male,35-44,US-MIDWEST-MO,Urban,"$25,000-$49,999",Unknown,0.6977263,Yes,,,,,,None of the above,46234ms,9205ms
1086834099,2015-02-20 15:09:59,News,Male,45-54,US-MIDWEST-IL,Urban,"$50,000-$74,999",Unknown,0.5299888,Yes,,,,"Prayer, meditation, or contemplation",,,12164ms,9148ms
1034145643,2015-02-20 15:10:02,Arts & Entertainment,Female,45-54,US-MIDWEST-IL,Urban,"$50,000-$74,999",Unknown,0.952739,Yes,,Fasting,,,,,15438ms,11904ms
1462610531,2015-02-20 15:11:15,Mobile App,Female,35-44,US-WEST-CA,Urban,"$50,000-$74,999",Unknown,2.0138004,Yes,,,,"Prayer, meditation, or contemplation",,,5568ms,6911ms
1620910665,2015-02-20 15:19:53,Mobile App,Male,55-64,US-NORTHEAST-NJ,Suburban,"$100,000-$149,999",Unknown,0.8468306,Yes,,,Being outdoors in nature,,,,8360ms,9185ms
1832769560,2015-02-20 15:19:53,Mobile App,Male,35-44,US-MIDWEST-MI,Suburban,"$75,000-$99,999",Unknown,0.6977263,Yes,,,,"Prayer, meditation, or contemplation",,,5665ms,8494ms
1881700494,2015-02-20 15:19:54,Mobile App,Female,25-34,US-NORTHEAST-RI,Suburban,"$0-$24,999",Unknown,1.2101714,Yes,,,Being outdoors in nature,,,,5688ms,9090ms
884719964,2015-02-20 15:19:52,News,Female,65+,US-MIDWEST-WI,Suburban,"$50,000-$74,999",Unknown,0.8473239,Yes,,,,"Prayer, meditation, or contemplation",,,7572ms,7674ms
1290917684,2015-02-20 15:19:53,Mobile App,Female,25-34,US-MIDWEST-OH,Suburban,"$75,000-$99,999",Unknown,0.9724165,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,6974ms,8071ms
1151620408,2015-02-20 15:19:59,Mobile App,Female,35-44,US-MIDWEST-IL,Suburban,"$150,000+",Unknown,0.9265436,Yes,,,,,,None of the above,6037ms,13601ms
2033359992,2015-02-20 15:20:00,News,Female,45-54,US-WEST-NM-Albuquerque,Urban,"$25,000-$49,999",Unknown,1.340625,Yes,,,,,,None of the above,23914ms,14825ms
755991978,2015-02-20 15:20:08,Mobile App,Female,18-24,US-WEST-CA-Los-Angeles,Urban,"$0-$24,999",Unknown,1.6142273,Yes,,,,"Prayer, meditation, or contemplation",,,6485ms,22456ms
941119710,2015-02-20 15:19:53,News,Male,45-54,US-WEST-NM-Albuquerque,Urban,"$25,000-$49,999",Unknown,0.6952529,Yes,,,,,,None of the above,14325ms,7008ms
524653239,2015-02-20 15:20:03,News,Male,35-44,US-SOUTH-AL,Suburban,"$50,000-$74,999",Unknown,1.3848438,Yes,,,,"Prayer, meditation, or contemplation",,,60039ms,16761ms
1213230506,2015-02-20 15:20:09,Mobile App,Female,25-34,US-WEST-CO-Colorado-Springs,Suburban,"$100,000-$149,999",Unknown,1.6425456,Yes,,,Being outdoors in nature,,,,22615ms,22650ms
754541368,2015-02-20 15:19:57,News,Male,55-64,US-WEST-CO,Suburban,"$25,000-$49,999",Unknown,0.6029365,Yes,,,,"Prayer, meditation, or contemplation",,,6549ms,10857ms
1364918626,2015-02-20 15:19:53,Mobile App,Female,25-34,US-WEST-CA,Urban,"$150,000+",Unknown,1.6425456,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,2748ms,6601ms
526335397,2015-02-20 15:19:56,Mobile App,Female,18-24,US-SOUTH-TX,Suburban,"$50,000-$74,999",Unknown,1.5913136,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,22278ms,9550ms
560043471,2015-02-20 15:20:10,Mobile App,Female,25-34,US-WEST-CO,Urban,"$75,000-$99,999",Unknown,1.6425456,Yes,Using sacred plants or other drugs,Fasting,Being outdoors in nature,"Prayer, meditation, or contemplation",,,6423ms,23263ms
2105858949,2015-02-20 15:19:56,Mobile App,Male,18-24,US-WEST-CA,Urban,"$25,000-$49,999",Unknown,0.8987531,Yes,,,Being outdoors in nature,,"Religious ceremony, practice, or ritual",,7853ms,8598ms
515087475,2015-02-20 15:19:56,News,Male,55-64,US-WEST-NM,Suburban,"$25,000-$49,999",Unknown,0.6029365,Yes,,,Being outdoors in nature,,,,20029ms,9472ms
1070754709,2015-02-20 15:29:56,News,Unknown,Unknown,US-NORTHEAST-NY-New-York,Suburban,"$75,000-$99,999",Unknown,,Yes,,,,,"Religious ceremony, practice, or ritual",,35215ms,10037ms
524408304,2015-02-20 15:29:54,News,Male,45-54,US-MIDWEST-NE,Suburban,"$25,000-$49,999",Unknown,0.5299888,Yes,,,,,,None of the above,8428ms,4904ms
1989057000,2015-02-20 15:30:20,Arts & Entertainment,Female,35-44,US-MIDWEST-IN,Rural,"$25,000-$49,999",Unknown,0.9265436,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation",,,16790ms,30033ms
1962859057,2015-02-20 15:30:12,Arts & Entertainment,Male,18-24,US-SOUTH-GA,Rural,"$25,000-$49,999",Unknown,0.9844934,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,18376ms,22391ms
2086951645,2015-02-20 15:30:25,News,Female,18-24,US-MIDWEST-IL-Chicago,Suburban,"$25,000-$49,999",Non-parent,0.9011277,Yes,,,,"Prayer, meditation, or contemplation",,,11747ms,34502ms
293959048,2015-02-20 15:39:48,News,Male,35-44,US-MIDWEST-IL,Suburban,"$0-$24,999",Unknown,0.6977263,Yes,,,,,,None of the above,27443ms,1897ms
389166841,2015-02-20 15:40:00,Mobile App,Female,35-44,US-NORTHEAST-NJ,Suburban,"$100,000-$149,999",Unknown,1.3934815,Yes,,,,,,None of the above,6873ms,14260ms
637728289,2015-02-20 15:40:01,Mobile App,Male,25-34,US-SOUTH-MS,Urban,"$25,000-$49,999",Unknown,1.1391599,Yes,,Fasting,Being outdoors in nature,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,4190ms,14448ms
1517971830,2015-02-20 15:39:52,News,Unknown,Unknown,US-MIDWEST-IL-Chicago,Suburban,"$25,000-$49,999",Unknown,,Yes,,,,,,None of the above,13300ms,5820ms
1298213964,2015-02-20 15:39:55,Mobile App,Male,25-34,US-SOUTH-FL,Suburban,"$25,000-$49,999",Unknown,1.1391599,Yes,,,,"Prayer, meditation, or contemplation",,,8483ms,8756ms
1245590415,2015-02-20 15:39:58,News,Unknown,Unknown,US-MIDWEST-WI,Suburban,"$25,000-$49,999",Unknown,,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,27831ms,10708ms
1321166427,2015-02-20 15:39:57,Mobile App,Female,35-44,US-SOUTH-FL,Urban,"$25,000-$49,999",Unknown,1.6998464,Yes,,,,"Prayer, meditation, or contemplation",,,4423ms,9569ms
518492320,2015-02-20 15:39:59,News,Male,65+,US-MIDWEST-MN,Suburban,"$25,000-$49,999",Unknown,0.53795,Yes,,,,"Prayer, meditation, or contemplation",,,7976ms,11559ms
11351151,2015-02-20 15:40:02,Mobile App,Male,25-34,US-NORTHEAST-MA,Suburban,"$100,000-$149,999",Unknown,0.6666825,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,5178ms,14669ms
694650298,2015-02-20 15:40:03,Mobile App,Female,45-54,US-MIDWEST-IN,Suburban,"$0-$24,999",Unknown,0.952739,Yes,Using sacred plants or other drugs,,,,,,12001ms,15587ms
1622544140,2015-02-20 15:50:07,News,Unknown,Unknown,US-SOUTH-FL,Urban,"$50,000-$74,999",Unknown,,Yes,,,,,,None of the above,17650ms,22011ms
988761777,2015-02-20 15:49:54,News,Male,45-54,US-MIDWEST-IL,Urban,"$25,000-$49,999",Unknown,0.5299888,Yes,,,,,,None of the above,21712ms,8712ms
2102069922,2015-02-20 15:49:59,News,Male,55-64,US-WEST-CO-Colorado-Springs,Suburban,"$25,000-$49,999",Unknown,0.6029365,Yes,,,,,,None of the above,265994ms,12118ms
1863852549,2015-02-20 15:50:02,News,Female,65+,US-SOUTH-FL,Urban,"$25,000-$49,999",Unknown,1.0611323,Yes,,,,,,None of the above,51458ms,15419ms
847643164,2015-02-20 15:50:11,Reference,Male,45-54,US-SOUTH-WV,Rural,"$25,000-$49,999",Unknown,0.9385003,Yes,,,,,,None of the above,11606ms,24291ms
1594583493,2015-02-20 15:50:00,News,Female,55-64,US-MIDWEST-IL,Urban,"$25,000-$49,999",Unknown,0.7424905,Yes,,,,,,None of the above,6566ms,12439ms
1988760013,2015-02-20 15:50:20,Reference,Unknown,Unknown,US-MIDWEST-MI,Rural,"$25,000-$49,999",Parent,,Yes,,,,"Prayer, meditation, or contemplation","Religious ceremony, practice, or ritual",,6728ms,13374ms
1304180016,2015-02-20 16:00:00,News,Male,65+,US-WEST-CO-Denver,Urban,"$25,000-$49,999",Unknown,0.6759973,Yes,,,Being outdoors in nature,,,,11516ms,15536ms
522247054,2015-02-20 15:59:58,News,Male,45-54,US,Unknown,Unknown,Unknown,,Yes,,,,,,None of the above,6567ms,13051ms
836413589,2015-02-20 15:59:59,Mobile App,Male,18-24,US-NORTHEAST-CT,Suburban,"$75,000-$99,999",Unknown,0.6944982,Yes,,,Being outdoors in nature,"Prayer, meditation, or contemplation",,,7682ms,13608ms
1443009132,2015-02-20 15:59:55,Mobile App,Female,35-44,US-SOUTH-TX,Suburban,"$50,000-$74,999",Unknown,1.6998464,Yes,,,,"Prayer, meditation, or contemplation",,,5077ms,9367ms
1690731356,2015-02-20 16:00:01,News,Male,65+,US-MIDWEST-OH,Rural,"$25,000-$49,999",Unknown,0.53795,Yes,,,,"Prayer, meditation, or contemplation",,,8782ms,15111ms
451648046,2015-02-20 15:59:49,News,Unknown,Unknown,US-MIDWEST-MO-Saint-Louis,Urban,"$25,000-$49,999",Unknown,,Yes,,,,,"Religious ceremony, practice, or ritual",,8317ms,3019ms
425612737,2015-02-20 16:00:04,Mobile App,Female,55-64,US-MIDWEST-WI,Rural,"$75,000-$99,999",Unknown,0.7424905,Yes,,,,"Prayer, meditation, or contemplation",,,11530ms,15944ms
1671282573,2015-02-20 16:00:01,Mobile App,Male,18-24,US-SOUTH-FL,Rural,"$25,000-$49,999",Unknown,0.9844934,Yes,,,Being outdoors in nature,,,,3752ms,12420ms
